url,label
https://www.naver.com,0
https://www.daum.net,0
ibe.gh7w.yachts,1
http://xnr.ae1t.yachts,1
http://gic.bn2y.yachts,1
http://gib.cv3p.yachts,1
http://wlie.s8vn.yachts,1
http://xnr.ae1t.yachts,1
http://gic.bn2y.yachts,1
http://gib.cv3p.yachts,1
http://wlie.s8vn.yachts,1
http://xgo.kr/5ni,1
http://xgo.kr/5nj,1
hin.aikuju.xyz/yXEL,1
vb.fg6e.yachts,1
vy.fg6e.yachts,1
http://nlz.o4gs.yachts,1
http://nln.o4gs.yachts,1
http://xlr.o4gs.yachts,1
http://nlm.o4gs.yachts,1
http://nle.o4gs.yachts,1
http://xla.o4gs.yachts,1
http://xlc.o4gs.yachts,1
http://xly.o4gs.yachts,1
http://xle.o4gs.yachts,1
http://xlo.o4gs.yachts,1
http://xlv.o4gs.yachts,1
http://nlw.o4gs.yachts,1
http://nlo.o4gs.yachts,1
http://xlb.o4gs.yachts,1
http://byz.o4gs.yachts,1
http://byn.o4gs.yachts,1
http://nlc.o4gs.yachts,1
http://bye.p5tw.yachts,1
http://yia.q6yd.yachts,1
http://hix.s8vn.yachts,1
http://yio.q6yd.yachts,1
http://hit.s8vn.yachts,1
http://hia.s8vn.yachts,1
http://yir.q6yd.yachts,1
http://wlib.r7pm.yachts,1
http://iov.r7pm.yachts,1
http://hib.s8vn.yachts,1
http://yip.q6yd.yachts,1
http://wlia.s8vn.yachts,1
http://bys.p5tw.yachts,1
http://yib.p5tw.yachts,1
http://wliy.s8vn.yachts,1
http://byr.p5tw.yachts,1
http://yiz.p5tw.yachts,1
http://ynz.q6yd.yachts,1
http://wli.s8vn.yachts,1
http://yin.q6yd.yachts,1
http://ioz.q6yd.yachts,1
http://iow.r7pm.yachts,1
http://yic.p5tw.yachts,1
http://hiv.s8vn.yachts,1
http://yne.q6yd.yachts,1
http://yno.q6yd.yachts,1
http://ior.r7pm.yachts,1
http://iox.r7pm.yachts,1
http://hir.s8vn.yachts,1
http://ynx.q6yd.yachts,1
http://byd.p5tw.yachts,1
http://wlic.r7pm.yachts,1
http://iob.r7pm.yachts,1
http://byt.p5tw.yachts,1
http://wlir.s8vn.yachts,1
http://wlix.r7pm.yachts,1
http://byo.p5tw.yachts,1
http://byi.p5tw.yachts,1
http://hic.s8vn.yachts,1
http://yix.p5tw.yachts,1
http://ioc.r7pm.yachts,1
http://ziy.u0tk.yachts,1
http://ioa.r7pm.yachts,1
http://zio.u0tk.yachts,1
http://ziv.t9zd.yachts,1
http://hiy.t9zd.yachts,1
http://zis.t9zd.yachts,1
http://zic.t9zd.yachts,1
http://zix.t9zd.yachts,1
http://zir.u0tk.yachts,1
http://vb.fg6e.yachts,1
http://nlx.o4gs.yachts,1
http://xls.o4gs.yachts,1
http://byx.o4gs.yachts,1
http://nly.o4gs.yachts,1
http://ion.r7pm.yachts,1
http://ynr.q6yd.yachts,1
http://yie.q6yd.yachts,1
http://ynv.q6yd.yachts,1
http://yiu.q6yd.yachts,1
http://yna.q6yd.yachts,1
http://zib.t9zd.yachts,1
http://ziu.u0tk.yachts,1
http://nlz.o4gs.yachts,1
http://xlv.o4gs.yachts,1
http://nlw.o4gs.yachts,1
http://byz.o4gs.yachts,1
http://byn.o4gs.yachts,1
http://hit.s8vn.yachts,1
http://hia.s8vn.yachts,1
http://wlib.r7pm.yachts,1
http://yip.q6yd.yachts,1
http://wlia.s8vn.yachts,1
http://yib.p5tw.yachts,1
http://wliy.s8vn.yachts,1
http://byr.p5tw.yachts,1
http://yiz.p5tw.yachts,1
http://ioz.q6yd.yachts,1
http://iow.r7pm.yachts,1
http://yic.p5tw.yachts,1
http://hiv.s8vn.yachts,1
http://yne.q6yd.yachts,1
http://yno.q6yd.yachts,1
http://ior.r7pm.yachts,1
http://iob.r7pm.yachts,1
http://wlix.r7pm.yachts,1
http://byi.p5tw.yachts,1
http://hic.s8vn.yachts,1
http://yix.p5tw.yachts,1
http://ioa.r7pm.yachts,1
http://ziv.t9zd.yachts,1
http://hiy.t9zd.yachts,1
http://zis.t9zd.yachts,1
http://zic.t9zd.yachts,1
http://zix.t9zd.yachts,1
http://yiop.e5kz.yachts,1
http://toe.j0zu.yachts,1
http://toa.j0zu.yachts,1
http://oib.c3vs.yachts,1
http://lys.j0zu.yachts,1
http://lio.i9fg.yachts,1
http://bip.h8dc.yachts,1
http://pic.m2ae.yachts,1
http://vios.f6mk.yachts,1
http://xlia.m2ae.yachts,1
http://pib.m2ae.yachts,1
http://xlir.n3dh.yachts,1
http://poc.m2ae.yachts,1
http://toy.j0zu.yachts,1
http://tie.k1st.yachts,1
http://pid.m2ae.yachts,1
http://oe.b2nd.yachts,1
http://aid.g7uy.yachts,1
http://nioe.d4pt.yachts,1
http://tia.k1st.yachts,1
http://yiod.e5kz.yachts,1
http://tir.k1st.yachts,1
http://ym.a1sp.yachts,1
http://nioc.d4pt.yachts,1
http://bla.h8dc.yachts,1
http://lie.i9fg.yachts,1
http://nios.d4pt.yachts,1
http://ut.b2nd.yachts,1
http://liy.i9fg.yachts,1
http://piy.m2ae.yachts,1
http://yx.a1sp.yachts,1
http://yios.d4pt.yachts,1
http://pod.m2ae.yachts,1
http://cle.g7uy.yachts,1
http://toc.j0zu.yachts,1
http://lyo.j0zu.yachts,1
http://bio.h8dc.yachts,1
http://pin.m2ae.yachts,1
http://clx.g7uy.yachts,1
http://om.b2nd.yachts,1
http://oiz.c3vs.yachts,1
http://pia.m2ae.yachts,1
http://vioa.f6mk.yachts,1
http://pot.m2ae.yachts,1
http://tox.j0zu.yachts,1
http://ioz.b2nd.yachts,1
http://lyr.j0zu.yachts,1
http://lym.j0zu.yachts,1
http://pos.m2ae.yachts,1
http://poz.m2ae.yachts,1
http://aix.f6mk.yachts,1
http://pix.m2ae.yachts,1
http://yioa.d4pt.yachts,1
http://lix.i9fg.yachts,1
http://yo.a1sp.yachts,1
http://tob.j0zu.yachts,1
http://lia.i9fg.yachts,1
http://viod.f6mk.yachts,1
http://oir.c3vs.yachts,1
http://blz.h8dc.yachts,1
http://tod.j0zu.yachts,1
http://vioc.f6mk.yachts,1
http://cla.g7uy.yachts,1
http://air.g7uy.yachts,1
http://tiz.k1st.yachts,1
http://bir.h8dc.yachts,1
http://pob.m2ae.yachts,1
http://viob.f6mk.yachts,1
http://toz.j0zu.yachts,1
http://liv.i9fg.yachts,1
http://yiox.d4pt.yachts,1
http://bie.h8dc.yachts,1
http://pio.m2ae.yachts,1
http://uz.a1sp.yachts,1
http://aie.g7uy.yachts,1
http://xlis.n3dh.yachts,1
http://clc.g7uy.yachts,1
http://nlr.o4gs.yachts,1
http://clz.g7uy.yachts,1
http://pir.m2ae.yachts,1
http://ox.b2nd.yachts,1
http://blp.h8dc.yachts,1
http://pom.m2ae.yachts,1
http://tix.k1st.yachts,1
http://tim.k1st.yachts,1
http://blx.h8dc.yachts,1
http://yp.a1sp.yachts,1
http://tio.k1st.yachts,1
http://aio.g7uy.yachts,1
http://yz.a1sp.yachts,1
http://aiy.g7uy.yachts,1
http://pis.m2ae.yachts,1
http://vioe.f6mk.yachts,1
http://yu.a1sp.yachts,1
http://aic.f6mk.yachts,1
http://oz.b2nd.yachts,1
http://olc.h8dc.yachts,1
http://poy.m2ae.yachts,1
http://oi.b2nd.yachts,1
http://oiv.c3vs.yachts,1
http://tic.k1st.yachts,1
http://ion.b2nd.yachts,1
http://pox.m2ae.yachts,1
http://tin.k1st.yachts,1
http://nior.d4pt.yachts,1
http://cly.g7uy.yachts,1
http://lyz.i9fg.yachts,1
http://biu.h8dc.yachts,1
http://bia.h8dc.yachts,1
http://xlid.n3dh.yachts,1
http://xlix.m2ae.yachts,1
http://biy.h8dc.yachts,1
http://ue.b2nd.yachts,1
http://nioa.d4pt.yachts,1
http://oia.c3vs.yachts,1
http://biw.h8dc.yachts,1
http://bis.h8dc.yachts,1
http://ioc.b2nd.yachts,1
http://xlie.n3dh.yachts,1
http://oie.c3vs.yachts,1
http://viox.f6mk.yachts,1
http://oiw.c3vs.yachts,1
http://pon.m2ae.yachts,1
http://niox.d4pt.yachts,1
http://vioi.f6mk.yachts,1
http://uc.b2nd.yachts,1
http://ur.b2nd.yachts,1
http://liz.i9fg.yachts,1
http://ain.f6mk.yachts,1
http://nlr.o4gs.yachts,1
oim.f6gh.yachts,1
me2.kr/iUAUs,1
kfg.fclac.life/wrE0,1
zhon.sendg.xyz/1PPg,1
